"File"	"Plate_Type"	"Position"	"Setup_Time"	"Well"	"mu"	"lambda"	"A"	"AUC"	"mu_CI95_low"	"lambda_CI95_low"	"A_CI95_low"	"AUC_CI95_low"	"mu_CI95_high"	"lambda_CI95_high"	"A_CI95_high"	"AUC_CI95_high"	"Aggr_software"	"Aggr_version"	"Aggr_method"	"Discretized"	"Disc_software"	"Disc_version"	"Disc_method"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B02"	8.2792472937585	0.410554869453268	33.9901995593847	3024.21212177892	7.29157473143788	-0.406868827359492	34.0542169708919	2992.00752404034	14.7442478705129	1.15824321742243	35.9508251504603	3037.67882559709	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B03"	3.72702574550962	-0.90403232846935	29.721592122819	2584.26617017179	2.69226814172332	46.9305858128215	30.1055134832649	2552.61701324143	18.3950295815418	127.227150168025	34.6526138571374	2603.88712300552	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B04"	3.75167316946074	-0.936650171892381	27.0980971828409	2411.11750371248	2.79298420207049	-4.59823713254549	27.4920131466807	2383.64614711665	12.571471946726	147.174675346401	31.419649093851	2426.87567102422	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B05"	3.45214905602466	-1.35198361886327	28.6618662461833	2505.24945279889	2.01432683284635	53.1134264946802	28.8632210884039	2478.22716393664	14.3209946863067	119.099698241751	31.9450075991744	2518.22663338665	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B06"	16.5751625800573	1.10183531817574	280.315146964439	21839.7735036044	15.1310308947482	0.358130236133372	279.704043534273	21690.3213454739	22.0035441505606	3.19893827901985	282.386257616472	21906.9906682021	"opm"	"1.3.51"	"grofit"	TRUE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B07"	5.23049464596192	-0.615743996601544	37.3682675847713	3280.7664981884	5.58406721734639	33.8215079864997	39.1520352005604	3234.37058521462	20.0790697291361	132.210964644999	43.6941658062341	3307.4743913049	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B08"	4.66643184718808	-1.55170979825384	52.0704765706293	4360.70545513538	4.50652510321835	43.4126213164487	52.5648806584034	4326.81044573782	12.4753373516136	119.846567682918	56.9760664692146	4377.64361917503	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B09"	21.2305117926225	0.998823655452403	269.255865741026	22245.0988401387	19.1648769612408	-0.508573772397735	266.946965910809	22063.0245939621	28.8093854169481	2.16975617692382	271.974633464525	22335.9939079352	"opm"	"1.3.51"	"grofit"	TRUE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B10"	5.89885213883687	-0.676736547056107	47.4098913906355	4161.2250317624	4.2601359647222	25.9403244324795	47.3326771426012	4118.18964390356	17.2980007487042	139.353263157309	52.020456173091	4181.52058707621	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B11"	5.56508557998009	-0.968761913016154	35.5169162916063	3018.83109754482	3.78126884464082	11.956358726427	37.206974678815	2976.33843945338	27.8064084218665	141.957218917072	43.4548125168055	3049.6430939724	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"B12"	22.0008125219779	0.349090364009897	267.787760145528	22918.7576041916	20.8189910845229	NA	265.181134005803	22760.9027711567	23.9848272041496	NA	271.104657722236	23002.8162398999	"opm"	"1.3.51"	"grofit"	TRUE	"opm"	"1.3.51"	"kmeans"
".//01_Abaylyi_PM1_A_101117.csv"	"PM01"	"15-A"	"Nov 17 2010 5:28 PM"	"C01"	11.8323064199701	0.144550550605149	54.0044867817852	4770.51203067392	9.79007678884523	-55.5869083438591	54.2491331893218	4732.74863718537	22.0574672119198	131.139004196546	57.1146037889511	4794.4057282551	"opm"	"1.3.51"	"grofit"	FALSE	"opm"	"1.3.51"	"kmeans"
